KN012_Gourmet_1-1-1-01	［グルメ］烏丸六角のおかき屋さん				
KN012_Gourmet_1-1-2-01	六角堂の前にある、蕪村庵というお店に行ってきた。				
KN012_Gourmet_1-1-3-01	おかきやせんべいの店なのだが、これがオイシイ。	[著者]	オイシイ	批評＋	おかきやせんべい
KN012_Gourmet_1-1-4-01	のれんをくぐると小さな庭があり、その先に町屋風の店内がある。				
KN012_Gourmet_1-1-5-01	せんべいの箱はデパートみたいな山積みではなく、間隔をあけて陳列されているのがまた良い。	[著者]	間隔をあけて陳列されているのがまた良い	メリット＋	間隔をあけて陳列されているの
KN012_Gourmet_1-1-6-01	さて、このおせんべい、普通に買うと１５枚入りの箱で７３５円と高価なのだが、毎週木曜はお得な日。	[著者]	お得な日	批評＋	木曜
KN012_Gourmet_1-1-7-01	割れたりして商品にならない製品のまじった「無選別」販売があるのだ。				
KN012_Gourmet_1-1-8-01	一袋２００ｇほどで価格は３００円。				
KN012_Gourmet_1-1-9-01	夕方には売切れてしまうので、欲しい人は早めの時間に買いに行ったほうがいい。	[著者]	欲しい人は早めの時間に買いに行ったほうがいい	当為	[蕪村庵]
KN012_Gourmet_2-1-1-01	［グルメ］河原町の居酒屋				
KN012_Gourmet_2-1-2-01	この間先輩たちにつれられ、河原町の居酒屋へ行ってきました。				
KN012_Gourmet_2-1-3-01	ｈｔｔｐ：／／ｗｗｗ．ｈｏｔｐｅｐｐｅｒ．ｊｐ／Ａ＿２０１００／ｓｔｒＪ００００５６９３７．ｈｔｍｌ				
KN012_Gourmet_2-1-4-01	居酒屋、と聞くと酒臭いおじさんばかりのイメージだったのですが、まったくそんなことはなく、うまい一品料理とオシャレなカクテルの、雰囲気のいい店なんですね。	[著者]\n[著者]\n[著者]	うまい一品料理\nオシャレなカクテル\n雰囲気のいい店なんですね	批評＋\n批評＋\n批評＋	一品料理\nカクテル\n雰囲気
KN012_Gourmet_2-1-5-01	結局同じような店を２軒はしごしましたが、いつまででも話のねたは尽きることなく、一晩中話し続けました。				
KN012_Gourmet_2-1-6-01	どちらも２万５千ぐらいかかりましたが、全部おごってもらいましたｗ	[著者]	全部おごってもらいましたｗ	出来事＋	[不定]
KN012_Gourmet_2-1-7-01	やっぱり学生時代、いろんなひとといろんな話を飽きるほどしたいものです。				
KN012_Gourmet_2-1-8-01	このような居酒屋は不可欠ですね。	[著者]	不可欠ですね	批評＋	このような居酒屋[河原町の居酒屋]
KN012_Gourmet_2-1-9-01	おじさんになってもおそらくは上司との付き合いや同僚と語る場として、一生お世話になるのかもしれません。	[著者]	上司との付き合いや同僚と語る場として、一生お世話になるのかもしれません	メリット＋	[河原町の居酒屋]
KN012_Gourmet_2-1-10-01	居酒屋よろしく。	[著者]	居酒屋よろしく。	当為	[不定]
KN012_Gourmet_2-1-11-01	それではまた。				
KN012_Gourmet_3-1-1-01	［グルメ］ちょっと贅沢				
KN012_Gourmet_3-1-2-01	ほんのちょこっとなんだけど、贅沢したいときに何をしますか？				
KN012_Gourmet_3-1-3-01	私は「冬季限定白バラココア・オレ」を買います。				
KN012_Gourmet_3-1-4-01	初めてバンホーテンココアを飲んだときも衝撃でしたが、これは何度飲んでも衝撃です。	[著者]\n[著者]	衝撃でした\n衝撃です	感情＋\n感情＋	バンホーテンココア\n[冬季限定白バラココア・オレ]
KN012_Gourmet_3-1-5-01	なんでこんなに味わいが違うのでしょうか。				
KN012_Gourmet_3-1-6-01	不思議です。				
KN012_Gourmet_3-1-7-01	白バラのただの牛乳はあんまり味の違いがわからなかったです。	[著者]	あんまり味の違いがわからなかったです	批評−	白バラのただの牛乳
KN012_Gourmet_3-1-8-01	残念。	[著者]	残念。	感情−	[白バラのただの牛乳]
KN012_Gourmet_3-1-9-01	あれよりかは特濃ミルクのほうがいいね。	[著者]	いいね	批評＋	特濃ミルク
KN012_Gourmet_3-1-10-01	ちなみに、オレンジジュースはどこのがお好きですか？				
KN012_Gourmet_3-1-11-01	９９のやつよりは業務用のが、業務用のよりは平和堂のが、平和堂のよりはセブンイレブンのホームメイドテイストが、セブイレのよりはトロピカーナですかね。	[著者]\n[著者]\n[著者]\n[著者]	９９のやつよりは業務用の\n業務用のよりは平和堂の\n平和堂のよりはセブンイレブンのホームメイドテイスト\nセブイレのよりはトロピカーナですかね	批評＋\n批評＋\n批評＋\n批評＋	業務用の[オレンジジュース]\n平和堂の[オレンジジュース]\nセブンイレブンのホームメイドテイスト\nトロピカーナ
KN012_Gourmet_3-1-12-01	うーん、グルメですねぇ。				
KN012_Gourmet_4-1-1-01	［グルメ］食欲の秋				
KN012_Gourmet_4-1-2-01	最近おなかが減って仕方ありませんか。				
KN012_Gourmet_4-1-3-01	仕方ありませんね。				
KN012_Gourmet_4-1-4-01	私はいつも昼食をとるにあたって、いかに安く大量にバランスよく食うか、しか考えてません。				
KN012_Gourmet_4-1-5-01	値段が５００円を超えると反則ですね。	[著者]	反則ですね	批評−	値段が５００円を超える
KN012_Gourmet_4-1-6-01	中華のバンにはお世話になってます。	[著者]	中華のバンにはお世話になってます	採否＋	中華のバン
KN012_Gourmet_4-1-7-01	食堂でもカツどんＬにサラダバー５０グラムをつけたりしてます。				
KN012_Gourmet_4-1-8-01	ジェイムズキッチンも毎回クーポン券がもらえるのでお勧めですよ。	[著者]	お勧めですよ	当為	ジェイムズキッチン
KN012_Gourmet_4-1-9-01	いまからご飯食べに行きます。				
KN012_Gourmet_4-1-10-01	今日は米持参なもんで、おかず何にしようか考え中です。				
KN012_Gourmet_4-1-11-01	それじゃあまた。				
KN012_Gourmet_5-1-1-01	［グルメ］季節限定ものって…				
KN012_Gourmet_5-1-2-01	１０月といえば秋本番である。				
KN012_Gourmet_5-1-3-01	栗や秋刀魚、きのこなど旬の味覚がどこのスーパーでも安く売られている。	[著者]	安く売られている	メリット＋	スーパー
KN012_Gourmet_5-1-4-01	また、レストランに行けば旬の食べ物をふんだんに使った季節限定メニューが必ず用意されている。	[著者]	旬の食べ物をふんだんに使った季節限定メニューが必ず用意されている	メリット＋	レストラン
KN012_Gourmet_5-1-5-01	しかし、ハウス栽培や輸入が主流となってしまった現代では、「季節限定の味覚」といわれてもあまりありがたみを感じない、というのが正直なところである。	[著者]	「季節限定の味覚」といわれてもあまりありがたみを感じない、というのが正直なところである	批評−	現代
KN012_Gourmet_5-1-6-01	どんな食べ物でも大体簡単に手に入る一方、これっていつが旬だったっけ？と思うような食べ物も少なくない。				
KN012_Gourmet_5-1-7-01	便利だ、思い立ったときに好きなものが食べられる、というメリットと同時に、せっかくの四季の感覚を忘れてしまった、という悲しさを感じる。	[著者]\n[著者]	便利だ、思い立ったときに好きなものが食べられる、というメリット\n悲しさを感じる	メリット＋\n感情−	[現代]\n[現代]
KN012_Gourmet_5-1-8-01	これでいいのだろうか？と思いつつ便利なものには逆らえないのが辛いところだ。	[著者]	辛いところだ	感情−	便利なものには逆らえない
KN012_Gourmet_5-1-9-01	余談であるが、私はつい最近「秋」をビビッドに感じる体験をした。				
KN012_Gourmet_5-1-10-01	カンフォーラに友人とランチを食べに行った際、レジ際に置いてある栗を何気なく触って、見事に刺されてしまったのである。	[著者]	レジ際に置いてある栗を何気なく触って、見事に刺されてしまったのである	出来事−	レジ際に置いてある栗
KN012_Gourmet_5-1-11-01	その日の間ずっとちくちくと痛んだが、おかげで小さい頃によく拾って遊んでいたことや、剥いて料理したことを鮮明に思い出すことができた。	[著者]	小さい頃によく拾って遊んでいたことや、剥いて料理したことを鮮明に思い出すことができた	出来事＋	[レジ際に置いてある栗]
KN012_Gourmet_5-1-12-01	よい体験…だったのであろうか？				
KN012_Gourmet_6-1-1-01	［グルメ］百万遍付近のカフェ				
KN012_Gourmet_6-1-2-01	＜＜学士堂＞＞				
KN012_Gourmet_6-1-3-01	ここはね、週に３回とか行ってた時もあったけど結構空いてる笑	[著者]	結構空いてる笑	メリット＋	[学士堂]
KN012_Gourmet_6-1-4-01	常連さんか観光客が来てる気がした。				
KN012_Gourmet_6-1-5-01	大学のすぐ近くだけど学生さんはあんまりいないかな・・・				
KN012_Gourmet_6-1-6-01	レトロで綺麗なお庭があります。	[著者]	レトロで綺麗なお庭があります	メリット＋	お庭
KN012_Gourmet_6-1-7-01	ここはこじんまりしてて居心地いいけど、女の子から見てもＦｏｏｄは量が少ない。	[著者]\n[著者]\n[著者]	こじんまりしてて\n居心地いい\nＦｏｏｄは量が少ない	メリット＋\n批評＋\nメリット−	[学士堂]\n[学士堂]\nＦｏｏｄ
KN012_Gourmet_6-1-8-01	人が少ないからゆっくり本読んだり出来るけど、照明はお洒落でチョイ暗めです。	[著者]\n[著者]\n[著者]	ゆっくり本読んだり出来る\n照明はお洒落\nチョイ暗めです	メリット＋\n批評＋\nメリット−	[学士堂]\n[学士堂]\n照明
KN012_Gourmet_6-1-9-01	場所：百万遍を少し北に行ったら右側にある				
KN012_Gourmet_6-1-10-01	味：☆☆☆				
KN012_Gourmet_6-1-11-01	量：☆				
KN012_Gourmet_6-1-12-01	値段：☆☆☆				
KN012_Gourmet_6-1-13-01	雰囲気：☆☆☆☆				
KN012_Gourmet_6-1-14-01	＜＜進々堂＞＞				
KN012_Gourmet_6-1-15-01	結構教授とか、大学の人とかでにぎわっていて、知的な会話が繰り広げられています。	[著者]	知的な会話が繰り広げられています	メリット＋	[進々堂]
KN012_Gourmet_6-1-16-01	まだ４，５回しか行ったことないけど。				
KN012_Gourmet_6-1-17-01	大きな木の机ですごくくつろげます。	[著者]	すごくくつろげます	メリット＋	大きな木の机
KN012_Gourmet_6-1-18-01	今調べたら「人間国宝・黒田辰秋の手による樫材の長いテーブル」だそうですよ！！	[不定]	「人間国宝・黒田辰秋の手による樫材の長いテーブル」だ	メリット＋	テーブル
KN012_Gourmet_6-1-19-01	行ってみた人は是非外にあるトイレを借りてください♪	[著者]	外にあるトイレを借りてください♪	当為	[進々堂]
KN012_Gourmet_6-1-20-01	確か綺麗なお庭が見れたはず…	[著者]	綺麗なお庭が見れたはず…	メリット＋	[進々堂]
KN012_Gourmet_6-1-21-01	結構居座れると思います。	[著者]	結構居座れると思います	メリット＋	[進々堂]
KN012_Gourmet_6-1-22-01	込んできたら合い席ですけど☆	[著者]	込んできたら合い席ですけど☆	メリット−	[進々堂]
KN012_Gourmet_6-1-23-01	ここもＦｏｏｄの量は少なかったなー	[著者]	Ｆｏｏｄの量は少なかったなー	メリット−	Ｆｏｏｄの量
KN012_Gourmet_6-1-23-02	パンメインでカレーとか				
KN012_Gourmet_6-1-24-01	でも一度行ったら気に入るお店だと思います。	[著者]	一度行ったら気に入るお店だと思います	批評＋	[進々堂]
KN012_Gourmet_6-1-25-01	場所：京都市左京区百万遍京都大学北門前				
KN012_Gourmet_6-1-26-01	味：☆☆☆☆				
KN012_Gourmet_6-1-27-01	量：☆				
KN012_Gourmet_6-1-28-01	値段：☆☆				
KN012_Gourmet_6-1-29-01	雰囲気：☆☆☆☆				
KN012_Gourmet_6-1-30-01	＊これはすごーく個人的な評価なので・・・				
KN012_Gourmet_6-1-31-01	☆の基準も毎回変わるかも（＾＾；）				
KN012_Gourmet_7-1-1-01	［グルメ］京都のカフェが沢山載ってるＨＰ見つけたっ♪				
KN012_Gourmet_7-1-2-01	ｈｔｔｐ：／／ｗｗｗ．ｋｙｏｔｏ−ｔｖ．ｃｏｍ／				
KN012_Gourmet_7-1-3-01	いっぱい行ってみたいなー	[著者]	いっぱい行ってみたいなー	感情＋	[京都のカフェ]
KN012_Gourmet_7-1-4-01	最近私がはまって週に３回も行ってしまったのが、ＤＥＭＯＤＥっていうお店★★	[著者]	最近私がはまって	採否＋	ＤＥＭＯＤＥ
KN012_Gourmet_7-1-5-01	カフェっていうよりか、晩御飯目当てで行ったんだけどね☆				
KN012_Gourmet_7-1-6-01	ロコモコがとっても美味しいです〓〓〓	[著者]	とっても美味しいです	批評＋	[ＤＥＭＯＤＥ]
KN012_Gourmet_7-1-7-01	場所は河原町ＯＰＡの裏らへん。				
KN012_Gourmet_7-1-8-01	二階が特におしゃれでお勧め！	[著者]\n[著者]	特におしゃれ\nお勧め！	批評＋\n当為	二階\n二階
KN012_Gourmet_7-1-9-01	あとはｂｏｏｇａｌｏｏ　ｃａｆｅ’もお洒落。	[著者]	お洒落	批評＋	ｂｏｏｇａｌｏｏ　ｃａｆｅ’
KN012_Gourmet_7-1-10-01	三店舗行ったことがあるけど、支店こんなにあるんだーって感じ。				
KN012_Gourmet_7-1-11-01	ｃａｆｆｅ　ｃｏｓｔａもいい感じ。	[著者]	いい感じ	批評＋	ｃａｆｆｅ　ｃｏｓｔａ
KN012_Gourmet_7-1-12-01	一回友達とディナーしただけやけど。				
KN012_Gourmet_7-1-13-01	一番最近行ったのがＣａｆｅ＆Ｃａｆｅ　Ｓｕｇａｒｙ				
KN012_Gourmet_7-1-14-01	ホットペーパーを使ったら半額近くでディナー食べれた☆	[著者]	半額近くでディナー食べれた☆	メリット＋	[Ｃａｆｅ＆Ｃａｆｅ　Ｓｕｇａｒｙ]
KN012_Gourmet_7-1-15-01	このお店がある建物が木造ですごく素敵（＞▽＜）	[著者]	すごく素敵（＞▽＜）	批評＋	このお店がある建物
KN012_Gourmet_7-1-16-01	うーん、あと、だいぶ前に行ったｎｅｕｔｏｒｏｎがギャラリーっぽくて素敵やったよ☆	[著者]	ギャラリーっぽくて素敵やったよ☆	批評＋	ｎｅｕｔｏｒｏｎ
KN012_Gourmet_7-1-16-02	←多分違う				
KN012_Gourmet_7-1-17-01	でも、一番よく行くのは中学のときも行ってたベローチェかな♪	[著者]	一番よく行くの	採否＋	ベローチェ
KN012_Gourmet_7-1-18-01	そしてそして！！				
KN012_Gourmet_7-1-19-01	一番のお気に入りは三条御幸町にあるｃａｆｅ　ｉｎｄｅｐｅｎｄｅｎｔ！！！！	[著者]	一番のお気に入り	批評＋	ｃａｆｅ　ｉｎｄｅｐｅｎｄｅｎｔ
KN012_Gourmet_7-1-20-01	地下にあるんやけど、雰囲気めっちゃいい！	[著者]	雰囲気めっちゃいい！	批評＋	雰囲気
KN012_Gourmet_7-1-21-01	イベントやってることも多くて、白壁に映像が映し出されて、生演奏聴きながら、ふんふん美味しいｄｉｎｎｅｒをつまめます。	[著者]\n[著者]	美味しい\nふんふん美味しいｄｉｎｎｅｒをつまめます	批評＋\nメリット＋	[ｃａｆｅ　ｉｎｄｅｐｅｎｄｅｎｔ]\n[ｃａｆｅ　ｉｎｄｅｐｅｎｄｅｎｔ]
KN012_Gourmet_7-1-22-01	ここは料理も美味しいんです。	[著者]	料理も美味しいんです	メリット＋	[ｃａｆｅ　ｉｎｄｅｐｅｎｄｅｎｔ]
KN012_Gourmet_7-1-23-01	続けて行きたくなるとこです★	[著者]	続けて行きたくなるとこです	感情＋	[ｃａｆｅ　ｉｎｄｅｐｅｎｄｅｎｔ]
KN012_Gourmet_8-1-1-01	［グルメ］　■■■				
KN012_Gourmet_8-1-2-01	部活の打ち上げで「■■■」という四条柳馬場にある雰囲気のいい、お店に行きました。	[著者]	雰囲気のいい、お店	批評＋	雰囲気
KN012_Gourmet_8-1-3-01	私たちは女の子といえども運動しているので食べるのなんの・・・。				
KN012_Gourmet_8-1-4-01	ということなので食べ放題、飲み放題にしていただきました。				
KN012_Gourmet_8-1-5-01	お金のほうは、コーチたちが出してくれるということだったので、たらふく食べてやる！！ということではりきって、お腹を空かせてお店にやってきたわけです。	[著者]	はりきって	感情＋	[■■■]
KN012_Gourmet_8-1-6-01	ここのお店を選んでくれたのは私の先輩で、その理由は「デザートも食べ放題だから！！」	[著者]	デザートも食べ放題	メリット＋	[■■■]
KN012_Gourmet_8-1-7-01	確かに写真をみると同感、という感じ。				
KN012_Gourmet_8-1-8-01	うきうき、わくわく・・・。	[著者]\n[著者]	うきうき\nわくわく	感情＋\n感情＋	[■■■]\n[■■■]
KN012_Gourmet_8-1-9-01	はじめの１０品を注文しました。				
KN012_Gourmet_8-1-10-01	ピザやらサラダやらスパゲッティやら・・・。				
KN012_Gourmet_8-1-11-01	７人いたので５品を２人分頼みました。				
KN012_Gourmet_8-1-12-01	料理がやってきました・・・。				
KN012_Gourmet_8-1-13-01	あり・・・？				
KN012_Gourmet_8-1-14-01	少なくない？	[著者]	少なくない？	批評−	[■■■]
KN012_Gourmet_8-1-15-01	これ、私なら一人でも少ないくらい・・。	[著者]	一人でも少ないくらい・・	批評−	これ
KN012_Gourmet_8-1-16-01	味は・・・・まぁまぁだけど量は猫のご飯か！？ってくらいの量しかない。	[著者]\n[著者]	味は・・・・まぁまぁ\n量は猫のご飯か！？ってくらいの量しかない	批評＋\n批評−	味\n量
KN012_Gourmet_8-1-17-01	ぺろりと皆で食べ終わり、次の５品、２つずつを頼みました・・・。				
KN012_Gourmet_8-1-18-01	が・・・・、料理がなかなか来ない！！	[著者]	料理がなかなか来ない！！	メリット−	[■■■]
KN012_Gourmet_8-1-19-01	私たちは感づいてしまいました。				
KN012_Gourmet_8-1-20-01	お店側は損をしないように何分に一度、料理を出すようにしているのでは・・・？と・・・。	[著者]	損をしないように何分に一度、料理を出すようにしているのでは・・・？	批評−	お店側[■■■]
KN012_Gourmet_8-1-21-01	で、２回注文したところでラストオーダー・・・。				
KN012_Gourmet_8-1-22-01	私たちはデザートとしてケーキ１０品をすべて頼みました。				
KN012_Gourmet_8-1-23-01	これだけは期待・・・したい！！	[著者]	期待・・・したい！！	感情＋	[ケーキ１０品]
KN012_Gourmet_8-1-24-01	でもなかなかこない・・・。				
KN012_Gourmet_8-1-25-01	１５分経過したところでやってきた！！！				
KN012_Gourmet_8-1-26-01	ん？				
KN012_Gourmet_8-1-27-01	あり？				
KN012_Gourmet_8-1-28-01	ちっさ！！	[著者]	ちっさ！！	批評−	[ケーキ１０品]
KN012_Gourmet_8-1-29-01	笑いが止まりませんでした。	[著者]	笑いが止まりませんでした	感情−	[ケーキ１０品]
KN012_Gourmet_8-1-30-01	タルトの角度なんで１０度もないくらい（笑）	[著者]	タルトの角度なんで１０度もないくらい（笑）	メリット−	タルト
KN012_Gourmet_8-1-31-01	美味しいとか判断できる大きさではありません。	[著者]	美味しいとか判断できる大きさではありません	メリット−	[タルト]
KN012_Gourmet_8-1-32-01	あ。				
KN012_Gourmet_8-1-33-01	でもお酒は美味しかったですよ。	[著者]	お酒は美味しかったですよ	批評＋	お酒
KN012_Gourmet_8-1-34-01	特に「■■■」というお酒が。				
KN012_Gourmet_8-1-35-01	よかったら行ってみてください。	[著者]	よかったら行ってみてください	当為	[■■■]
KN012_Gourmet_8-1-36-01	カップルには本当にオススメできる雰囲気でしたよ☆	[著者]	カップルには本当にオススメできる雰囲気でしたよ☆	メリット＋	雰囲気
KN012_Gourmet_9-1-1-01	［グルメ］新ます				
KN012_Gourmet_9-1-2-01	昼に時間が空いていたからラーメンを食べに行った。				
KN012_Gourmet_9-1-3-01	場所は百万遍東側を北に少し行ったところ、「新ます」である。				
KN012_Gourmet_9-1-4-01	この店は夜は「樽八」として居酒屋営業もしているので、いったことのある方もいらっしゃるのではないだろうか。				
KN012_Gourmet_9-1-4-02	むしろこちらの方が有名	[著者]	有名	出来事＋	[樽八]
KN012_Gourmet_9-1-5-01	濃い口の「京都系」背油しょうゆラーメン。				
KN012_Gourmet_9-1-6-01	思わずスープをすべて飲み干してしまった。				
KN012_Gourmet_9-1-7-01	６００円。				
KN012_Gourmet_9-1-8-01	最近食べた中でトップクラスにうまい。	[著者]	トップクラスにうまい	批評＋	[濃い口の「京都系」背油しょうゆラーメン]
KN203_Gourmet_1-1-1-01	［グルメ］京都のお店				
KN203_Gourmet_1-1-2-01	最近友達と京都で夜ご飯を食べました☆				
KN203_Gourmet_1-1-3-01	京都のお店はちいさいけど、その分すごくあったかくて、店員さんとの距離がちかいのが素敵だなぁと思います。	[著者]\n[著者]\n[著者]	ちいさい\nその分すごくあったかく\n店員さんとの距離がちかいのが素敵だなぁと思います	メリット−\n批評＋\nメリット＋	京都のお店\n京都のお店\n京都のお店
KN203_Gourmet_1-1-4-01	しかも、なにより、いいのは、わたしのような貧乏学生にやさしい値段（＞＜）	[著者]	貧乏学生にやさしい値段（＞＜）	メリット＋	値段
KN203_Gourmet_1-1-5-01	ほんとに京都は学生にやさしい町だなぁと思います！！	[著者]	学生にやさしい町だなぁと思います！！	批評＋	京都
KN203_Gourmet_1-1-6-01	観光客がむちゃくちゃ多くて、いつも人でいっぱいなのがたまに難点ですが・・・・	[著者]\n[著者]	観光客がむちゃくちゃ多く\n人でいっぱいなのがたまに難点です	メリット−\nメリット−	[京都]\n人でいっぱいなの
KN203_Gourmet_1-1-7-01	それでも京都はほんとにいいところなので、もっともっとたくさん京都を回ってみようと思います☆	[著者]\n[著者]	ほんとにいいところなの\nもっともっとたくさん京都を回ってみようと思います☆	批評＋\n採否＋	京都\n京都
KN205_Gourmet_1-1-1-01	［グルメ］京麩・京ゆばの半兵衛				
KN205_Gourmet_1-1-2-01	川端五条の交差点に程近い場所に、京麩・京ゆばの老舗半兵衛があります。				
KN205_Gourmet_1-1-3-01	半兵衛では京麩、京ゆばの販売ももちろんしていますが、注目したいのが店舗の奥に構えられた瀟洒なスペースで供される“むし養い料理”。	[著者]	注目したいの	メリット＋	むし養い料理
KN205_Gourmet_1-1-4-01	全て京麩と京ゆばを使った料理で献立が構成されている懐石料理を味あわせてくれる、ひと味違ったお店です。	[著者]\n[著者]	全て京麩と京ゆばを使った料理で献立が構成されている\n全て京麩と京ゆばを使った料理で献立が構成されている懐石料理を味あわせてくれる、ひと味違ったお店です	メリット＋\nメリット＋	懐石料理\n[京麩・京ゆばの半兵衛]
KN205_Gourmet_1-1-5-01	町屋を使った落ち着いた構えの店舗に入ると、着物の御婦人が奥の間へと案内して下さいます。				
KN205_Gourmet_1-1-6-01	おくどさんに迎えられ履物を脱ぎ、ひとつひとつ念入りに選ばれたであろうと思わせる調度品で上品に飾られた部屋に腰を落ち着けその空間を楽しんでいると、とりどりに料理された京麩、京ゆばが次々と目の前に現れます。	[著者]\n[著者]\n[著者]	ひとつひとつ念入りに選ばれたであろうと思わせる調度品で上品に飾られた\n腰を落ち着けその空間を楽しんでいる\nとりどりに料理された京麩、京ゆばが次々と目の前に現れます	メリット＋\n感情＋\nメリット＋	部屋\n京麩\n[京麩・京ゆばの半兵衛]
KN205_Gourmet_1-1-7-01	その多彩さに、ひとつの素材にこんなにも調理法があるのか、と関心しきり。	[著者]\n[著者]	その多彩さ\n関心しきり	批評＋\n感情＋	[京麩]\n調理法
KN205_Gourmet_1-1-8-01	様々な表情を見せる京麩、京ゆばに舌鼓を打ち、いつの間にか心までゆったりとくつろいでいます。	[著者]\n[著者]	舌鼓を打ち\nいつの間にか心までゆったりとくつろいでいます	批評＋\n批評＋	京麩、京ゆば\n[京麩・京ゆばの半兵衛]
KN205_Gourmet_1-1-9-01	お料理はもちろん、それを供する空間にまでこだわり抜かれた半兵衛では、最高の環境で京麩、京ゆばを味わうことができると言うことができるでしょう。	[著者]\n[著者]	お料理はもちろん、それを供する空間にまでこだわり抜かれた\n最高の環境で京麩、京ゆばを味わうことができると言うことができるでしょう	メリット＋\nメリット＋	半兵衛\n半兵衛
KN205_Gourmet_1-1-10-01	事前に予約がいりますが、お値段は一人三千円と大変お手ごろで、誰でも京都の料理文化のひとつを気軽に楽しむことができます。	[著者]\n[著者]	お値段は一人三千円と大変お手ごろ\n誰でも京都の料理文化のひとつを気軽に楽しむことができます	メリット＋\nメリット＋	お値段\n[半兵衛]
KN205_Gourmet_2-1-1-01	［グルメ］京はやしや				
KN205_Gourmet_2-1-2-01	川端三条にある京はやしやは、様々なお茶を気軽に美味しく楽しんでもらえるようにと、お茶を使った様々なメニューを取り揃えているお店です。	[著者]	お茶を使った様々なメニューを取り揃えているお店です	メリット＋	京はやしや
